PC1,PC2,PC3,PC4,PC5,PC6,Y
-1.7432504301524236,1.853443788487366,0.5030145990786392,-2.0847370370274243,0.13033934343997938,0.8664216299795254,0
-1.9772147924826426,0.8775640012053587,1.604215816128187,1.299334218428851,-0.6886519111575604,-1.5195349425900035,1
0.6747784877093905,0.9258177995699277,-1.8584161459615425,0.46888309305482556,-0.1947222645448195,0.9203247670140803,1
0.9179581120253981,0.8012241838257719,1.2981908172199252,1.0507131318970593,-0.1650547134346267,-0.219818116346971,1
1.9847880677824183,-0.8389340205596028,-1.1388778248510736,0.7703148085149941,-2.3772235676251823,1.0518575448777034,1
2.278530999292373,0.7820333259314467,1.2632940231775076,1.232041775046067,0.028224720876527023,-0.26245096439865,1
1.5317057981323643,0.06810462750634586,1.437779842591112,1.2713105759662373,-0.8235147144659708,-0.24725903476669325,1
4.693627867605998,-0.03268572447893822,0.8366933245488436,1.1011291309671147,0.7085424734760154,1.0530006722729663,0
-2.0741333163636573,1.0519916680157804,-1.5486908345095045,0.6420907809204621,-0.867880347998969,0.496216905956209,0
3.258042056972045,0.16236657366747306,1.1420272522595785,1.1356091131912118,-0.13094169888613272,1.2538661137661982,1
-1.8655724819611978,1.3027336371435798,1.3096117289818747,1.0451867857015484,-0.365738781955863,1.5707303323089183,1
3.1414336918129315,-0.9145727973105611,-1.2381270034985659,0.5884312079945115,-1.4544283985097348,-0.19404318147375293,1
-2.282946347458149,0.8112434139126039,1.7213942034093854,1.2628771999999027,-1.2235443939685633,0.35084723635221576,1
3.1558332754520206,-0.27680802707893293,-1.6224538047857475,0.43589328121464627,-0.5345389107441865,-0.37848383736703106,1
-1.6257372758579953,-3.0728664717758094,0.5709355862203619,-1.4267654235830092,0.23171916374346485,0.9938803258617483,0
-2.221976043096026,-2.2755532653194463,-1.4479742054462594,0.4929411712136722,0.655378221611618,-0.08931671592735506,0
-1.8168993882691122,1.716098224418531,-1.8800526737616852,0.1332035162447775,0.504585086965167,-0.010662502535683604,0
-1.8083387199199477,2.5842749057568577,0.5036556904546051,0.9971281750659629,1.9907088055481619,0.5753636581393117,1
-1.9722124747308056,-1.8769525350259004,-1.6498452498687102,-0.02944325540372803,1.0504636453702345,2.313688507321673,1
-1.8400847260456485,1.883602669053699,0.9068216030042491,0.8904614421980503,1.0533589789986426,-0.04987451201199758,1
-2.5489667636785764,0.28369238792446827,-1.0163819797260942,0.9896408111365709,-2.138708798813869,-0.9186441450721933,1
4.543739990976622,0.44667029431858696,-0.04932720873387681,-1.9333131986791234,0.9656338170569674,1.1414130990295086,1
0.32247437795136114,-1.4848660356397008,1.3519013149854784,1.3167209597352059,0.402815163086087,0.12912694793924145,1
-2.494347995276511,-2.8665058096214238,1.759071751658264,1.3612818007335636,-0.08609951348369949,0.20595072280361812,1
-2.288427344846247,0.6450846339383579,0.7197906033382299,-1.7208493367969018,-1.0291197413004682,0.09871923506281018,0
-1.9675126484248522,1.5399778109950502,0.45067567160039806,-1.515645587943798,0.0016918408269687938,-0.8012726379579203,1
5.209181825258849,-0.1363085353833052,-2.2883562777926865,0.018756711464167786,2.2869025579824784,-1.5657966575899556,0
-1.9000857175262023,1.3124598582425806,1.2621931341855421,1.1376485983494617,-0.2732096719617147,1.2457439361588338,1
-2.217172249928201,-2.615634595717098,0.5664824375548776,-1.624695717741392,0.48520715839402057,1.1662620331516254,0
2.570049018882382,-0.31929260096839573,1.4521284688164882,1.3663482202233441,-1.1571518333971411,1.0696179112507793,1
-2.445737416577524,0.46588557626332205,-1.0552181038004416,0.5964428730422342,-1.6563307394637492,-1.3613248804602331,1
-1.0265828082845754,-2.8416081657787755,1.1417841382101959,1.24915368397612,1.0541831906756554,1.4485224712448226,0
-2.438779974496243,-3.0449443445199282,-1.1559545139372236,0.3906282154938626,-0.6364022377411672,1.9655229999479555,1
0.6973894201401276,-2.9170409549638756,-1.520334880122137,0.5255577143802594,0.4424058768701431,0.13163270851485626,1
